household_id,type,people,rooms,date,day_of_year,outside_temp_c,daily_consumption_kwh,peak_power_kw
H043,Commercial,33,23,2025-10-24,297,12.5,37.11,2.42
H043,Commercial,33,23,2025-10-25,298,10.7,20.15,1.51
H043,Commercial,33,23,2025-10-26,299,12.2,30.31,2.05
H043,Commercial,33,23,2025-10-27,300,9.6,34.55,2.56
H043,Commercial,33,23,2025-10-28,301,10.7,36.68,2.86
H043,Commercial,33,23,2025-10-29,302,12.7,34.45,2.36
H043,Commercial,33,23,2025-10-30,303,14.5,24.63,1.7
H043,Commercial,33,23,2025-10-31,304,17.1,32.52,2.17
H043,Commercial,33,23,2025-11-01,305,10.9,20.49,1.65
H043,Commercial,33,23,2025-11-02,306,14.4,37.37,2.58
H043,Commercial,33,23,2025-11-03,307,12.2,28.59,1.95
H043,Commercial,33,23,2025-11-04,308,11.3,35.91,2.28
H043,Commercial,33,23,2025-11-05,309,12.3,33.82,2.25
H043,Commercial,33,23,2025-11-06,310,11.5,34.82,2.34
H043,Commercial,33,23,2025-11-07,311,11.5,36.63,2.77
H043,Commercial,33,23,2025-11-08,312,10.5,21.73,1.48
H043,Commercial,33,23,2025-11-09,313,8.6,34.89,2.36
H043,Commercial,33,23,2025-11-10,314,8.3,40.64,3.0
H043,Commercial,33,23,2025-11-11,315,12.1,37.19,2.59
H043,Commercial,33,23,2025-11-12,316,10.4,37.33,2.37
H043,Commercial,33,23,2025-11-13,317,9.7,37.39,2.92
H043,Commercial,33,23,2025-11-14,318,10.7,40.57,2.7
H043,Commercial,33,23,2025-11-15,319,12.1,23.25,1.65
H043,Commercial,33,23,2025-11-16,320,10.9,34.47,2.48
H043,Commercial,33,23,2025-11-17,321,9.3,36.58,2.1
H043,Commercial,33,23,2025-11-18,322,12.6,31.83,2.16
H043,Commercial,33,23,2025-11-19,323,13.2,36.43,2.41
H043,Commercial,33,23,2025-11-20,324,11.2,37.48,2.36
H043,Commercial,33,23,2025-11-21,325,12.0,32.71,2.25
H043,Commercial,33,23,2025-11-22,326,12.4,21.65,1.52
H043,Commercial,33,23,2025-11-23,327,12.1,34.99,2.54
H043,Commercial,33,23,2025-11-24,328,11.1,31.86,2.24
H043,Commercial,33,23,2025-11-25,329,11.1,30.49,2.11
H043,Commercial,33,23,2025-11-26,330,10.9,33.24,2.61
H043,Commercial,33,23,2025-11-27,331,7.9,34.98,2.36
H043,Commercial,33,23,2025-11-28,332,11.1,36.27,2.18
H043,Commercial,33,23,2025-11-29,333,7.4,23.9,1.55
H043,Commercial,33,23,2025-11-30,334,8.3,34.47,2.61
H043,Commercial,33,23,2025-12-01,335,12.1,35.75,2.45
H043,Commercial,33,23,2025-12-02,336,11.2,32.21,2.08
H043,Commercial,33,23,2025-12-03,337,12.3,28.68,2.11
H043,Commercial,33,23,2025-12-04,338,9.1,33.75,2.64
H043,Commercial,33,23,2025-12-05,339,7.5,35.68,2.44
H043,Commercial,33,23,2025-12-06,340,9.1,21.09,1.54
H043,Commercial,33,23,2025-12-07,341,9.7,29.29,2.28
H043,Commercial,33,23,2025-12-08,342,9.7,31.34,2.54
H043,Commercial,33,23,2025-12-09,343,11.6,29.82,2.17
H043,Commercial,33,23,2025-12-10,344,8.9,29.78,2.06
H043,Commercial,33,23,2025-12-11,345,10.1,34.42,2.38
H043,Commercial,33,23,2025-12-12,346,7.7,38.9,2.24
H043,Commercial,33,23,2025-12-13,347,10.3,22.31,1.39
H043,Commercial,33,23,2025-12-14,348,9.5,38.4,2.78
H043,Commercial,33,23,2025-12-15,349,8.2,25.62,2.16
H043,Commercial,33,23,2025-12-16,350,9.1,35.12,2.33
H043,Commercial,33,23,2025-12-17,351,9.2,36.36,2.49
H043,Commercial,33,23,2025-12-18,352,9.0,31.84,2.29
H043,Commercial,33,23,2025-12-19,353,12.7,30.7,2.41
H043,Commercial,33,23,2025-12-20,354,9.4,21.55,1.4
H043,Commercial,33,23,2025-12-21,355,9.1,37.52,2.52
H043,Commercial,33,23,2025-12-22,356,5.8,31.08,2.17
H043,Commercial,33,23,2025-12-23,357,8.0,31.85,2.24
H043,Commercial,33,23,2025-12-24,358,9.2,29.91,2.12
H043,Commercial,33,23,2025-12-25,359,8.5,36.66,2.63
H043,Commercial,33,23,2025-12-26,360,12.2,31.41,2.29
H043,Commercial,33,23,2025-12-27,361,9.5,22.11,1.58
H043,Commercial,33,23,2025-12-28,362,12.1,35.41,2.47
H043,Commercial,33,23,2025-12-29,363,9.9,32.56,2.02
H043,Commercial,33,23,2025-12-30,364,9.9,29.24,1.83
H044,Commercial,9,13,2023-01-01,1,10.4,20.39,1.61
H044,Commercial,9,13,2023-01-02,2,10.2,24.55,1.91
H044,Commercial,9,13,2023-01-03,3,10.5,25.11,2.12
H044,Commercial,9,13,2023-01-04,4,11.7,18.85,1.59
H044,Commercial,9,13,2023-01-05,5,10.6,24.06,1.68
H044,Commercial,9,13,2023-01-06,6,11.5,18.39,1.44
H044,Commercial,9,13,2023-01-07,7,10.5,15.19,1.24
H044,Commercial,9,13,2023-01-08,8,10.9,20.96,1.45
H044,Commercial,9,13,2023-01-09,9,11.6,17.15,1.42
H044,Commercial,9,13,2023-01-10,10,7.9,20.33,1.58
H044,Commercial,9,13,2023-01-11,11,10.0,20.83,1.9
H044,Commercial,9,13,2023-01-12,12,9.9,23.13,1.93
H044,Commercial,9,13,2023-01-13,13,9.6,22.12,1.76
H044,Commercial,9,13,2023-01-14,14,10.4,14.16,1.15
H044,Commercial,9,13,2023-01-15,15,13.6,20.8,1.65
H044,Commercial,9,13,2023-01-16,16,9.5,24.43,1.68
H044,Commercial,9,13,2023-01-17,17,12.9,19.38,1.52
H044,Commercial,9,13,2023-01-18,18,8.2,23.72,1.62
H044,Commercial,9,13,2023-01-19,19,10.7,27.21,2.09
H044,Commercial,9,13,2023-01-20,20,11.7,22.93,1.83
H044,Commercial,9,13,2023-01-21,21,12.6,14.73,1.04
H044,Commercial,9,13,2023-01-22,22,12.9,20.11,1.57
H044,Commercial,9,13,2023-01-23,23,13.1,25.84,2.28
H044,Commercial,9,13,2023-01-24,24,11.2,20.13,1.52
H044,Commercial,9,13,2023-01-25,25,11.1,21.69,1.58
H044,Commercial,9,13,2023-01-26,26,13.6,16.73,1.43
H044,Commercial,9,13,2023-01-27,27,11.8,20.31,1.63
H044,Commercial,9,13,2023-01-28,28,10.0,15.45,1.21
H044,Commercial,9,13,2023-01-29,29,10.3,21.73,1.79
H044,Commercial,9,13,2023-01-30,30,10.8,24.21,1.93
H044,Commercial,9,13,2023-01-31,31,13.5,21.82,1.61
H044,Commercial,9,13,2023-02-01,32,13.0,22.52,1.61
H044,Commercial,9,13,2023-02-02,33,14.1,23.38,2.11
H044,Commercial,9,13,2023-02-03,34,12.2,18.21,1.49
H044,Commercial,9,13,2023-02-04,35,13.4,15.07,1.34
H044,Commercial,9,13,2023-02-05,36,14.4,20.42,1.58
H044,Commercial,9,13,2023-02-06,37,12.8,20.47,1.77
H044,Commercial,9,13,2023-02-07,38,14.3,18.94,1.4
H044,Commercial,9,13,2023-02-08,39,12.5,22.53,1.55
H044,Commercial,9,13,2023-02-09,40,13.1,21.72,1.78
H044,Commercial,9,13,2023-02-10,41,13.2,23.22,1.97
H044,Commercial,9,13,2023-02-11,42,11.9,11.92,1.02
H044,Commercial,9,13,2023-02-12,43,15.1,23.3,1.9
H044,Commercial,9,13,2023-02-13,44,13.5,22.44,1.67
H044,Commercial,9,13,2023-02-14,45,14.5,19.31,1.57
H044,Commercial,9,13,2023-02-15,46,15.5,23.12,1.88
H044,Commercial,9,13,2023-02-16,47,15.6,21.81,1.71
H044,Commercial,9,13,2023-02-17,48,16.1,18.25,1.39
H044,Commercial,9,13,2023-02-18,49,14.9,13.94,1.0
H044,Commercial,9,13,2023-02-19,50,14.5,15.82,1.27
H044,Commercial,9,13,2023-02-20,51,15.2,22.47,1.8
H044,Commercial,9,13,2023-02-21,52,12.5,20.08,1.4
H044,Commercial,9,13,2023-02-22,53,13.1,17.84,1.63
H044,Commercial,9,13,2023-02-23,54,13.5,16.28,1.14
H044,Commercial,9,13,2023-02-24,55,14.2,21.83,1.63
H044,Commercial,9,13,2023-02-25,56,16.9,13.33,1.07
H044,Commercial,9,13,2023-02-26,57,14.7,20.4,1.66
H044,Commercial,9,13,2023-02-27,58,15.8,21.44,1.58
H044,Commercial,9,13,2023-02-28,59,19.0,20.69,1.51
H044,Commercial,9,13,2023-03-01,60,16.1,22.42,1.75
H044,Commercial,9,13,2023-03-02,61,18.3,20.64,1.62
H044,Commercial,9,13,2023-03-03,62,15.4,19.99,1.76
H044,Commercial,9,13,2023-03-04,63,16.9,12.89,0.93
H044,Commercial,9,13,2023-03-05,64,15.7,21.39,1.69
H044,Commercial,9,13,2023-03-06,65,17.0,21.72,1.69
H044,Commercial,9,13,2023-03-07,66,19.2,19.44,1.58
H044,Commercial,9,13,2023-03-08,67,14.8,20.06,1.55
H044,Commercial,9,13,2023-03-09,68,18.8,21.22,1.81
H044,Commercial,9,13,2023-03-10,69,18.7,21.34,1.77
H044,Commercial,9,13,2023-03-11,70,17.3,12.21,1.06
H044,Commercial,9,13,2023-03-12,71,15.9,18.24,1.45
H044,Commercial,9,13,2023-03-13,72,18.8,20.78,1.64
H044,Commercial,9,13,2023-03-14,73,17.9,21.66,1.65
H044,Commercial,9,13,2023-03-15,74,19.5,21.24,1.47
H044,Commercial,9,13,2023-03-16,75,19.2,17.78,1.44
H044,Commercial,9,13,2023-03-17,76,22.3,21.36,1.74
H044,Commercial,9,13,2023-03-18,77,19.1,14.6,1.2
H044,Commercial,9,13,2023-03-19,78,17.9,19.79,1.51
H044,Commercial,9,13,2023-03-20,79,20.2,19.31,1.38
H044,Commercial,9,13,2023-03-21,80,20.4,23.1,1.7
H044,Commercial,9,13,2023-03-22,81,22.6,22.88,1.83
H044,Commercial,9,13,2023-03-23,82,21.8,18.73,1.61
H044,Commercial,9,13,2023-03-24,83,21.1,21.08,1.45
H044,Commercial,9,13,2023-03-25,84,23.3,11.97,1.07
H044,Commercial,9,13,2023-03-26,85,18.7,21.57,1.41
H044,Commercial,9,13,2023-03-27,86,19.8,19.67,1.78
H044,Commercial,9,13,2023-03-28,87,19.5,18.62,1.34
H044,Commercial,9,13,2023-03-29,88,20.6,17.72,1.56
H044,Commercial,9,13,2023-03-30,89,19.0,23.24,1.77
H044,Commercial,9,13,2023-03-31,90,22.8,19.7,1.73
H044,Commercial,9,13,2023-04-01,91,21.4,17.69,1.14
H044,Commercial,9,13,2023-04-02,92,19.3,23.61,1.95
H044,Commercial,9,13,2023-04-03,93,20.3,23.36,1.99
H044,Commercial,9,13,2023-04-04,94,22.8,16.45,1.33
H044,Commercial,9,13,2023-04-05,95,23.9,20.41,1.69
H044,Commercial,9,13,2023-04-06,96,26.1,16.34,1.4
H044,Commercial,9,13,2023-04-07,97,27.9,21.65,1.73
H044,Commercial,9,13,2023-04-08,98,23.6,13.36,1.02
H044,Commercial,9,13,2023-04-09,99,21.2,23.74,1.68
H044,Commercial,9,13,2023-04-10,100,19.3,18.5,1.57
H044,Commercial,9,13,2023-04-11,101,23.8,21.64,1.86
H044,Commercial,9,13,2023-04-12,102,22.0,20.75,1.73
H044,Commercial,9,13,2023-04-13,103,22.8,20.61,1.73
H044,Commercial,9,13,2023-04-14,104,22.6,22.3,1.8
H044,Commercial,9,13,2023-04-15,105,23.6,14.09,1.07
H044,Commercial,9,13,2023-04-16,106,25.9,22.47,1.94
H044,Commercial,9,13,2023-04-17,107,24.4,21.79,1.65
H044,Commercial,9,13,2023-04-18,108,24.0,21.44,1.71
H044,Commercial,9,13,2023-04-19,109,22.6,19.13,1.58
H044,Commercial,9,13,2023-04-20,110,21.5,20.03,1.76
H044,Commercial,9,13,2023-04-21,111,23.8,18.52,1.12
H044,Commercial,9,13,2023-04-22,112,24.7,13.03,1.1
H044,Commercial,9,13,2023-04-23,113,28.1,21.59,1.64
H044,Commercial,9,13,2023-04-24,114,25.3,17.71,1.46
H044,Commercial,9,13,2023-04-25,115,27.0,22.31,1.5
H044,Commercial,9,13,2023-04-26,116,24.4,20.13,1.5
H044,Commercial,9,13,2023-04-27,117,23.3,20.38,1.76
H044,Commercial,9,13,2023-04-28,118,23.8,20.63,1.78
H044,Commercial,9,13,2023-04-29,119,24.4,13.67,1.06
H044,Commercial,9,13,2023-04-30,120,29.6,15.62,1.4
H044,Commercial,9,13,2023-05-01,121,24.4,20.46,1.62
H044,Commercial,9,13,2023-05-02,122,27.5,19.23,1.56
H044,Commercial,9,13,2023-05-03,123,24.5,20.13,1.48
H044,Commercial,9,13,2023-05-04,124,27.9,22.25,1.69
H044,Commercial,9,13,2023-05-05,125,27.0,19.64,1.6
H044,Commercial,9,13,2023-05-06,126,26.2,12.4,0.8
H044,Commercial,9,13,2023-05-07,127,26.5,21.32,1.7
H044,Commercial,9,13,2023-05-08,128,25.5,18.23,1.49
H044,Commercial,9,13,2023-05-09,129,27.5,23.14,1.83
H044,Commercial,9,13,2023-05-10,130,26.0,24.69,2.18
H044,Commercial,9,13,2023-05-11,131,24.7,17.81,1.35
H044,Commercial,9,13,2023-05-12,132,24.7,21.96,1.7
H044,Commercial,9,13,2023-05-13,133,27.4,15.45,1.18
H044,Commercial,9,13,2023-05-14,134,30.0,19.69,1.52
H044,Commercial,9,13,2023-05-15,135,27.5,19.45,1.52
H044,Commercial,9,13,2023-05-16,136,27.1,19.42,1.47
H044,Commercial,9,13,2023-05-17,137,27.9,23.22,2.0
H044,Commercial,9,13,2023-05-18,138,29.8,23.42,2.06
H044,Commercial,9,13,2023-05-19,139,28.0,20.13,1.74
H044,Commercial,9,13,2023-05-20,140,26.9,15.48,1.29
H044,Commercial,9,13,2023-05-21,141,29.7,18.18,1.32
H044,Commercial,9,13,2023-05-22,142,28.5,21.73,1.71
H044,Commercial,9,13,2023-05-23,143,30.6,18.99,1.75
H044,Commercial,9,13,2023-05-24,144,28.2,21.01,1.63
H044,Commercial,9,13,2023-05-25,145,25.7,19.94,1.63
H044,Commercial,9,13,2023-05-26,146,25.5,18.5,1.29
H044,Commercial,9,13,2023-05-27,147,31.0,14.03,1.16
H044,Commercial,9,13,2023-05-28,148,31.2,18.4,1.38
H044,Commercial,9,13,2023-05-29,149,27.8,22.16,1.71
H044,Commercial,9,13,2023-05-30,150,27.5,22.19,1.37
H044,Commercial,9,13,2023-05-31,151,30.9,21.1,1.66
H044,Commercial,9,13,2023-06-01,152,26.3,20.04,1.7
H044,Commercial,9,13,2023-06-02,153,26.7,22.17,1.88
H044,Commercial,9,13,2023-06-03,154,29.5,14.53,1.11
H044,Commercial,9,13,2023-06-04,155,27.6,19.67,1.65
H044,Commercial,9,13,2023-06-05,156,28.4,21.03,1.79
H044,Commercial,9,13,2023-06-06,157,28.1,19.83,1.47
H044,Commercial,9,13,2023-06-07,158,29.0,21.62,1.84
H044,Commercial,9,13,2023-06-08,159,31.0,19.35,1.49
H044,Commercial,9,13,2023-06-09,160,28.6,21.1,1.49
H044,Commercial,9,13,2023-06-10,161,29.6,13.3,0.99
H044,Commercial,9,13,2023-06-11,162,24.8,22.51,1.81
H044,Commercial,9,13,2023-06-12,163,28.4,19.55,1.36
H044,Commercial,9,13,2023-06-13,164,27.0,21.23,1.4
H044,Commercial,9,13,2023-06-14,165,26.3,19.8,1.61
H044,Commercial,9,13,2023-06-15,166,26.9,17.51,1.42
H044,Commercial,9,13,2023-06-16,167,27.9,20.14,1.56
H044,Commercial,9,13,2023-06-17,168,30.1,14.29,1.14
H044,Commercial,9,13,2023-06-18,169,26.1,22.04,1.83
H044,Commercial,9,13,2023-06-19,170,28.5,19.39,1.32
H044,Commercial,9,13,2023-06-20,171,27.6,22.7,1.41
H044,Commercial,9,13,2023-06-21,172,27.8,23.3,1.96
H044,Commercial,9,13,2023-06-22,173,30.2,18.79,1.53
H044,Commercial,9,13,2023-06-23,174,29.4,20.95,1.72
H044,Commercial,9,13,2023-06-24,175,30.8,14.99,1.1
H044,Commercial,9,13,2023-06-25,176,28.1,23.36,1.87
H044,Commercial,9,13,2023-06-26,177,27.0,21.11,1.81
H044,Commercial,9,13,2023-06-27,178,27.9,22.97,1.84
H044,Commercial,9,13,2023-06-28,179,28.7,23.37,1.77
H044,Commercial,9,13,2023-06-29,180,28.5,21.85,1.76
H044,Commercial,9,13,2023-06-30,181,26.2,20.1,1.76
H044,Commercial,9,13,2023-07-01,182,28.3,13.94,1.11
H044,Commercial,9,13,2023-07-02,183,28.5,19.28,1.38
H044,Commercial,9,13,2023-07-03,184,32.5,19.99,1.8
H044,Commercial,9,13,2023-07-04,185,31.3,17.74,1.37
H044,Commercial,9,13,2023-07-05,186,26.4,22.49,1.68
H044,Commercial,9,13,2023-07-06,187,27.3,22.86,1.71
H044,Commercial,9,13,2023-07-07,188,25.1,16.77,1.38
H044,Commercial,9,13,2023-07-08,189,26.6,12.8,0.96
H044,Commercial,9,13,2023-07-09,190,28.2,19.41,1.33
H044,Commercial,9,13,2023-07-10,191,29.7,21.73,1.78
H044,Commercial,9,13,2023-07-11,192,26.2,20.65,1.66
H044,Commercial,9,13,2023-07-12,193,26.2,22.01,1.75
H044,Commercial,9,13,2023-07-13,194,23.5,20.72,1.5
H044,Commercial,9,13,2023-07-14,195,27.0,21.22,1.62
H044,Commercial,9,13,2023-07-15,196,25.3,13.5,1.1
H044,Commercial,9,13,2023-07-16,197,26.1,23.09,1.84
H044,Commercial,9,13,2023-07-17,198,25.4,18.63,1.51
H044,Commercial,9,13,2023-07-18,199,26.7,19.11,1.69
H044,Commercial,9,13,2023-07-19,200,23.7,18.87,1.52
H044,Commercial,9,13,2023-07-20,201,24.1,21.58,1.77
H044,Commercial,9,13,2023-07-21,202,30.5,17.38,1.27
H044,Commercial,9,13,2023-07-22,203,24.2,10.84,0.78
H044,Commercial,9,13,2023-07-23,204,24.5,22.08,1.84
H044,Commercial,9,13,2023-07-24,205,29.6,17.81,1.35
H044,Commercial,9,13,2023-07-25,206,31.5,19.13,1.3
H044,Commercial,9,13,2023-07-26,207,24.0,17.85,1.46
H044,Commercial,9,13,2023-07-27,208,25.4,19.18,1.64
H044,Commercial,9,13,2023-07-28,209,26.5,26.72,1.93
H044,Commercial,9,13,2023-07-29,210,28.9,12.98,0.88
H044,Commercial,9,13,2023-07-30,211,23.9,20.62,1.82
H044,Commercial,9,13,2023-07-31,212,25.1,18.57,1.62
H044,Commercial,9,13,2023-08-01,213,26.8,20.43,1.75
H044,Commercial,9,13,2023-08-02,214,26.1,22.68,1.67
H044,Commercial,9,13,2023-08-03,215,24.5,20.88,1.61
H044,Commercial,9,13,2023-08-04,216,24.8,24.81,2.02
H044,Commercial,9,13,2023-08-05,217,22.5,12.4,1.05
H044,Commercial,9,13,2023-08-06,218,24.4,16.23,1.27
H044,Commercial,9,13,2023-08-07,219,24.2,21.5,2.06
H044,Commercial,9,13,2023-08-08,220,25.0,21.54,1.78
H044,Commercial,9,13,2023-08-09,221,23.4,20.81,1.66
H044,Commercial,9,13,2023-08-10,222,25.1,17.85,1.39
H044,Commercial,9,13,2023-08-11,223,26.0,19.54,1.57
H044,Commercial,9,13,2023-08-12,224,24.3,13.7,1.12
H044,Commercial,9,13,2023-08-13,225,24.5,21.18,1.52
H044,Commercial,9,13,2023-08-14,226,23.8,22.06,1.58
H044,Commercial,9,13,2023-08-15,227,23.6,18.62,1.38
H044,Commercial,9,13,2023-08-16,228,22.1,16.75,1.29
H044,Commercial,9,13,2023-08-17,229,23.9,20.3,1.63
H044,Commercial,9,13,2023-08-18,230,23.0,21.96,1.67
H044,Commercial,9,13,2023-08-19,231,26.8,11.66,0.92
H044,Commercial,9,13,2023-08-20,232,25.7,23.95,1.68
H044,Commercial,9,13,2023-08-21,233,23.4,19.96,1.73
H044,Commercial,9,13,2023-08-22,234,21.2,23.01,1.62
H044,Commercial,9,13,2023-08-23,235,20.4,24.33,1.97
H044,Commercial,9,13,2023-08-24,236,24.4,17.3,1.26
H044,Commercial,9,13,2023-08-25,237,22.6,21.68,1.77
H044,Commercial,9,13,2023-08-26,238,22.8,15.87,1.41
H044,Commercial,9,13,2023-08-27,239,18.6,19.74,1.66
H044,Commercial,9,13,2023-08-28,240,23.3,24.71,1.81
H044,Commercial,9,13,2023-08-29,241,22.3,22.73,1.83
H044,Commercial,9,13,2023-08-30,242,19.3,19.99,1.53
H044,Commercial,9,13,2023-08-31,243,20.3,20.59,1.46
H044,Commercial,9,13,2023-09-01,244,21.5,17.41,1.49
H044,Commercial,9,13,2023-09-02,245,20.9,12.52,1.17
H044,Commercial,9,13,2023-09-03,246,20.1,22.05,1.92
H044,Commercial,9,13,2023-09-04,247,20.3,20.1,1.43
H044,Commercial,9,13,2023-09-05,248,19.9,21.39,1.97
H044,Commercial,9,13,2023-09-06,249,20.5,23.06,1.73
H044,Commercial,9,13,2023-09-07,250,22.7,22.98,1.76
H044,Commercial,9,13,2023-09-08,251,15.2,21.84,1.62
H044,Commercial,9,13,2023-09-09,252,19.3,12.69,1.02
H044,Commercial,9,13,2023-09-10,253,19.8,21.04,1.39
H044,Commercial,9,13,2023-09-11,254,19.9,21.16,1.54
H044,Commercial,9,13,2023-09-12,255,18.5,19.35,1.67
H044,Commercial,9,13,2023-09-13,256,15.9,21.69,2.07
H044,Commercial,9,13,2023-09-14,257,19.5,19.0,1.24
H044,Commercial,9,13,2023-09-15,258,21.8,20.64,1.77
H044,Commercial,9,13,2023-09-16,259,15.8,12.79,0.91
H044,Commercial,9,13,2023-09-17,260,19.9,16.74,1.27
H044,Commercial,9,13,2023-09-18,261,17.6,19.21,1.36
H044,Commercial,9,13,2023-09-19,262,18.0,19.17,1.64
H044,Commercial,9,13,2023-09-20,263,16.0,17.46,1.44
H044,Commercial,9,13,2023-09-21,264,17.1,19.86,1.59
H044,Commercial,9,13,2023-09-22,265,19.9,18.88,1.59
H044,Commercial,9,13,2023-09-23,266,18.5,12.1,1.0
H044,Commercial,9,13,2023-09-24,267,20.4,17.45,1.25
H044,Commercial,9,13,2023-09-25,268,19.2,18.74,1.52
H044,Commercial,9,13,2023-09-26,269,17.7,16.83,1.26
H044,Commercial,9,13,2023-09-27,270,19.9,17.97,1.33
H044,Commercial,9,13,2023-09-28,271,17.4,19.8,1.63
H044,Commercial,9,13,2023-09-29,272,17.9,19.2,1.68
H044,Commercial,9,13,2023-09-30,273,15.8,10.89,0.86
H044,Commercial,9,13,2023-10-01,274,16.3,19.68,1.76
H044,Commercial,9,13,2023-10-02,275,14.7,15.76,1.21
H044,Commercial,9,13,2023-10-03,276,17.6,17.55,1.2
H044,Commercial,9,13,2023-10-04,277,13.6,20.18,1.42
H044,Commercial,9,13,2023-10-05,278,16.9,16.25,1.12
H044,Commercial,9,13,2023-10-06,279,15.0,18.48,1.51
H044,Commercial,9,13,2023-10-07,280,17.3,11.99,1.09
H044,Commercial,9,13,2023-10-08,281,16.4,20.0,1.73
H044,Commercial,9,13,2023-10-09,282,18.2,16.72,1.42
H044,Commercial,9,13,2023-10-10,283,16.1,22.65,2.03
H044,Commercial,9,13,2023-10-11,284,11.8,20.13,1.68
H044,Commercial,9,13,2023-10-12,285,14.4,20.4,1.76
H044,Commercial,9,13,2023-10-13,286,12.2,21.58,1.72
H044,Commercial,9,13,2023-10-14,287,13.3,13.71,1.01
H044,Commercial,9,13,2023-10-15,288,16.8,22.81,1.63
H044,Commercial,9,13,2023-10-16,289,15.1,26.15,2.0
H044,Commercial,9,13,2023-10-17,290,12.5,21.51,1.46
H044,Commercial,9,13,2023-10-18,291,11.8,21.72,1.67
H044,Commercial,9,13,2023-10-19,292,13.6,24.94,1.92
H044,Commercial,9,13,2023-10-20,293,11.2,27.02,2.29
H044,Commercial,9,13,2023-10-21,294,12.0,13.84,1.08
H044,Commercial,9,13,2023-10-22,295,13.7,21.97,1.91
H044,Commercial,9,13,2023-10-23,296,15.1,18.23,1.39
H044,Commercial,9,13,2023-10-24,297,14.0,19.62,1.43
H044,Commercial,9,13,2023-10-25,298,8.6,18.71,1.69
H044,Commercial,9,13,2023-10-26,299,13.2,20.72,1.79
H044,Commercial,9,13,2023-10-27,300,12.6,25.09,2.01
H044,Commercial,9,13,2023-10-28,301,13.1,12.7,0.96
H044,Commercial,9,13,2023-10-29,302,15.2,19.69,1.84
H044,Commercial,9,13,2023-10-30,303,8.4,23.44,1.86
H044,Commercial,9,13,2023-10-31,304,11.0,18.38,1.56
H044,Commercial,9,13,2023-11-01,305,13.0,22.12,1.96
H044,Commercial,9,13,2023-11-02,306,9.0,16.69,1.37
H044,Commercial,9,13,2023-11-03,307,14.4,20.6,1.48
H044,Commercial,9,13,2023-11-04,308,12.3,11.82,0.92
H044,Commercial,9,13,2023-11-05,309,13.0,19.84,1.51
H044,Commercial,9,13,2023-11-06,310,10.4,21.68,1.71
H044,Commercial,9,13,2023-11-07,311,12.8,21.21,1.72
H044,Commercial,9,13,2023-11-08,312,13.1,20.97,1.61
H044,Commercial,9,13,2023-11-09,313,11.5,26.58,2.04
H044,Commercial,9,13,2023-11-10,314,11.5,23.28,1.86
H044,Commercial,9,13,2023-11-11,315,11.4,11.76,0.82
H044,Commercial,9,13,2023-11-12,316,9.3,19.1,1.47
H044,Commercial,9,13,2023-11-13,317,10.5,24.86,2.01
H044,Commercial,9,13,2023-11-14,318,10.4,21.95,1.76
H044,Commercial,9,13,2023-11-15,319,11.3,24.51,1.82
H044,Commercial,9,13,2023-11-16,320,12.3,23.78,1.8
H044,Commercial,9,13,2023-11-17,321,8.6,21.73,1.51
H044,Commercial,9,13,2023-11-18,322,10.2,14.52,1.08
H044,Commercial,9,13,2023-11-19,323,13.0,20.16,1.36
H044,Commercial,9,13,2023-11-20,324,8.9,24.4,1.89
H044,Commercial,9,13,2023-11-21,325,8.7,22.62,1.85
H044,Commercial,9,13,2023-11-22,326,10.5,24.61,1.83
H044,Commercial,9,13,2023-11-23,327,11.6,20.23,1.31
H044,Commercial,9,13,2023-11-24,328,10.1,21.42,1.81
H044,Commercial,9,13,2023-11-25,329,12.4,13.23,1.06
H044,Commercial,9,13,2023-11-26,330,11.5,24.98,1.84
H044,Commercial,9,13,2023-11-27,331,11.4,21.65,1.59
H044,Commercial,9,13,2023-11-28,332,10.8,21.62,1.83
H044,Commercial,9,13,2023-11-29,333,14.0,20.82,1.7
H044,Commercial,9,13,2023-11-30,334,9.4,24.75,2.07
H044,Commercial,9,13,2023-12-01,335,6.1,29.76,2.07
H044,Commercial,9,13,2023-12-02,336,12.6,17.47,1.44
H044,Commercial,9,13,2023-12-03,337,8.8,23.87,1.73
H044,Commercial,9,13,2023-12-04,338,9.8,19.96,1.4
H044,Commercial,9,13,2023-12-05,339,12.0,20.33,1.6
H044,Commercial,9,13,2023-12-06,340,6.7,23.46,1.93
H044,Commercial,9,13,2023-12-07,341,7.3,17.38,1.38
H044,Commercial,9,13,2023-12-08,342,6.7,21.3,1.69
H044,Commercial,9,13,2023-12-09,343,8.1,15.86,1.14
H044,Commercial,9,13,2023-12-10,344,10.3,18.43,1.23
H044,Commercial,9,13,2023-12-11,345,10.5,23.07,1.89
H044,Commercial,9,13,2023-12-12,346,10.0,20.8,1.68
H044,Commercial,9,13,2023-12-13,347,7.0,21.25,1.61
H044,Commercial,9,13,2023-12-14,348,5.3,24.47,1.86
H044,Commercial,9,13,2023-12-15,349,9.6,25.59,2.04
H044,Commercial,9,13,2023-12-16,350,8.7,14.39,1.1
H044,Commercial,9,13,2023-12-17,351,10.3,24.96,2.08
H044,Commercial,9,13,2023-12-18,352,10.8,22.57,1.89
H044,Commercial,9,13,2023-12-19,353,9.8,19.56,1.54
H044,Commercial,9,13,2023-12-20,354,10.9,24.22,1.88
